dataset,column,count,mean,std,min,p25,median,p75,p90,p95,p99,max
eta_dynamic,handling_equipment_availability,32065,0.30269539742361384,0.32591464332247017,4.565768935154056e-16,0.0171082761909705,0.1595150876366321,0.5535953527055119,0.8609949329861829,0.9433819930150693,0.9942949731877089,0.9999994924514408
eta_dynamic,order_fulfillment_status,32065,0.6007395524245416,0.3456721231025699,1.3177636062343215e-06,0.2770958787644277,0.6805529540380978,0.9381597817085164,0.9936119558832188,0.9989002924402837,0.9999835328337042,0.999999999580062
eta_dynamic,weather_condition_severity,32065,0.4976081693007696,0.3532853116376676,4.536948802796939e-09,0.1440135313211877,0.4961781478769314,0.8498225627423648,0.9744029781453414,0.9935218984864401,0.9997554025915404,0.9999999970281211
eta_dynamic,port_congestion_level,32065,6.978413809788447,3.2510509806574897,1.7786653117737469e-06,4.513889121081817,8.383225336980033,9.838149899917338,9.99267027438092,9.999272529062388,9.99999634820247,10.0
eta_dynamic,shipping_costs,32065,459.3744517974708,312.1834874120228,100.00000000270798,154.01712360274843,388.99691118908765,753.0072031167292,940.5151004437814,980.8290982090866,998.802895511324,999.9998534356176
eta_dynamic,supplier_reliability_score,32065,0.5008498907839203,0.3535280978368258,6.90431900667656e-10,0.1453158349818406,0.503265508252994,0.8539779602772272,0.9747639015265106,0.9938584491145422,0.9997247611862777,0.9999999894791904
eta_dynamic,lead_time_days,32065,5.227502056448464,4.523084998623348,1.0,1.237489942489754,3.2976536222606923,8.625720436324682,12.89751171413914,14.191924494689822,14.91680716254798,14.999995477940352
eta_dynamic,historical_demand,32065,6022.001285695366,3427.638016660536,100.0029656047095,2822.6076158796195,6785.123208753539,9374.252912920703,9935.042531178431,9987.499881629217,9999.806193930932,9999.9999997523
eta_dynamic,iot_temperature,32065,0.04479167014341593,14.187486288456151,-10.0,-9.931074083468676,-7.858681308881727,6.024012275485564,25.264389371639872,33.31455297787373,38.964643475117086,39.99988649386724
eta_dynamic,cargo_condition_status,32065,0.2972816030232534,0.3216114524738325,7.255414878683799e-19,0.0167826907463505,0.1549759726564307,0.5405407554727024,0.8460708088825822,0.9404674777742336,0.9938458251976999,0.9999999827710112
eta_dynamic,route_risk_level,32065,7.001144357407853,3.2363277675258417,4.9681852615333446e-05,4.593407010467818,8.385604983635632,9.836151949347808,9.992714255972873,9.999274543903057,9.999996308988242,9.999999999999986
eta_dynamic,customs_clearance_time,32065,2.2964477942816313,1.5559320977195046,0.5000000010386003,0.7761661910050828,1.9382733484967636,3.750817222432603,4.69809573855574,4.902120330742019,4.993120161046621,4.999999927566654
eta_dynamic,driver_behavior_score,32065,0.4983912731339471,0.354158870424238,4.0439268764785506e-09,0.1443566881968539,0.4988468217889371,0.8510762296226078,0.9757145706103836,0.9937334017796308,0.9997408011827227,0.9999999999998206
eta_dynamic,fatigue_monitoring_score,32065,0.600872299354945,0.3458101094036296,3.269508178898524e-07,0.2783147719623154,0.6831130237993429,0.9372888848984458,0.993476349895057,0.99877557923266,0.9999779422777915,0.9999999999968756
eta_dynamic,disruption_likelihood_score,32065,0.803655566979687,0.2791846315181113,4.769048305007559e-05,0.6937390881967523,0.9581281097212876,0.998745517953093,0.999987398890709,0.9999996341967212,0.9999999998103163,1.0
eta_dynamic,delay_probability,32065,0.6990768456604328,0.3245143823556452,3.12874583791758e-06,0.4560092387732056,0.8395986077324338,0.9823911508236702,0.9991470298927927,0.9999147410904939,0.9999997009792287,1.0
eta_dynamic,delivery_time_deviation,32065,5.177648068922158,4.157987927288567,-1.9999979891152304,1.269197245537716,6.1136617982342045,9.249205980119978,9.921878494430912,9.986905153765804,9.999722805356415,9.99999999998948
eta_customs,Declared_Value_USD,10000,25282.215689,14065.203792135133,1000.57,13100.305,25177.955,37337.2625,45018.233,47409.45649999999,49512.746100000004,49993.7
eta_customs,Weight_kg,10000,2523.502936,1425.4468572649282,50.24,1277.2649999999999,2539.61,3749.195,4494.421,4748.1810000000005,4956.974700000001,4999.51
eta_customs,HS_Code,10000,5477.662714,2595.82853108766,1000.44,3219.8175,5447.475,7726.4425,9081.765,9504.533500000001,9904.9179,9999.37
eta_customs,Compliance_Score,10000,0.703375,0.17261824666270922,0.4,0.55,0.71,0.85,0.94,0.97,0.99,1.0
eta_customs,Prior_Offense_Count,10000,2.5111,1.7070349108377412,0.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0
eta_customs,Route_Risk_Index,10000,0.498827,0.29069933725667335,0.0,0.25,0.5,0.75,0.9,0.95,0.99,1.0
eta_customs,Customs_Delay_Days,10000,2.0595,2.2347839215273835,0.0,0.0,1.0,3.0,5.0,6.0,8.010000000000218,13.0
eta_customs,Risk_Flag,10000,0.8752,0.7734887125736185,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0
eta_ais,MMSI,1098966,369758465.9011826,63743127.20529541,0.0,366867690.0,367442390.0,368014950.0,368926035.0,538006090.0,636019356.0,1072211352.0
eta_ais,LAT,1098966,33.722471357385054,7.44847480612334,0.46083,29.32914,30.25176,38.83964,47.52142,48.49268,49.2906,50.10687
eta_ais,LON,1098966,-94.02932392060357,17.400002705086237,-160.60105,-96.0814575,-90.40035,-80.500665,-76.079245,-72.8118475,-65.61843,-9.0
eta_ais,SOG,1098966,2.014106623862793,6.719098075175039,0.0,0.0,0.0,0.3,7.5,11.0,18.0,102.3
eta_ais,COG,1098966,213.9616446732655,112.7968983333098,0.0,125.825,229.3,312.9,360.0,360.0,360.0,388.8
eta_ais,Heading,1098966,347.4573289801504,180.11663503311823,0.0,182.0,511.0,511.0,511.0,511.0,511.0,511.0
eta_ais,VesselType,1098966,45.3262830697219,20.385102361229542,0.0,31.0,37.0,60.0,80.0,90.0,90.0,200.0
eta_ais,Status,1098966,3.3294560523255496,5.198434498951021,0.0,0.0,0.0,5.0,12.0,15.0,15.0,15.0
eta_ais,Length,1098966,54.322798885497825,72.43194295080849,0.0,18.0,25.0,43.0,182.0,228.0,333.0,476.0
eta_ais,Width,1098966,11.472040991259057,9.736474596798793,0.0,7.0,8.0,11.0,28.0,32.0,48.0,96.0
eta_ais,Draft,1098966,4.586050614850686,2.766908228713833,0.0,4.0,4.0,4.0,8.2,11.375,14.9,25.5
eta_ais,Cargo,1098966,51.88558699723195,18.621720737447294,0.0,37.0,52.0,57.0,74.0,89.0,99.0,200.0
eta_ais,dest_cluster,1098966,2.4160192399036915,1.7868808384313304,0.0,1.0,2.0,4.0,4.0,7.0,7.0,7.0
eta_ais,dest_lat,1098966,33.59306641631715,7.286160223925584,18.37921224852072,29.48085803073421,29.48085803073421,39.393625322580654,47.831804186455614,47.831804186455614,47.831804186455614,47.831804186455614
eta_ais,dest_lon,1098966,-93.88004439122588,17.278367942558987,-157.82822126984126,-92.21208294251564,-92.21208294251564,-80.70508825498004,-74.84866701890991,-74.84866701890991,-65.39528437869824,-65.39528437869824
eta_ais,dist_km,1098966,252.855484764613,175.6063851255474,6.313254279316387,142.8537643165199,202.87987831067636,310.93837137135483,507.8162156832341,571.9759946330757,818.584252986988,5808.7601624049
eta_ais,SOG_kmh,1098966,4.360820138566617,12.262755687741038,0.1852,1.0,1.0,1.0,13.89,20.372,33.336,189.4596
eta_ais,ETA_min,1098966,3593.333642207944,1315.818171426757,8.077673906085245,3399.13329981104,4320.0,4320.0,4320.0,4320.0,4320.0,4320.0
eta_ais,VesselType_enc,1098966,22.52799358669877,13.834362242458456,0.0,12.0,18.0,33.0,47.0,53.0,53.0,59.0
eta_ais,Status_enc,1098966,2.402196246289694,3.671830541794877,0.0,0.0,0.0,4.0,10.0,10.0,12.0,14.0
eta_ais,Cargo_enc,1098966,40.559489556546794,16.80690915751343,0.0,29.0,39.0,44.0,62.0,77.0,88.0,88.0
eta_ais,ETA_hours,1098966,59.88889403679907,21.93030285708404,0.1346278984347541,56.65222166351734,72.0,72.0,72.0,72.0,72.0,72.0
eta_flowforge,Distance_km,2927,7715.893406217971,4185.522742551439,40.0,7200.0,8500.0,10800.0,12900.0,13400.0,13500.0,13500.0
eta_flowforge,Weight_MT,2927,244.38490263067987,143.37490967190513,1.03,121.65,242.27,365.57,448.33000000000004,472.33099999999996,493.2122,499.75
eta_flowforge,Fuel_Price_Index,2927,100.2894977792962,11.647357351549207,80.0,90.06,100.36,110.67,116.36,118.18,119.64,120.0
eta_flowforge,Geopolitical_Risk_Score,2927,5.012777587974035,2.8791898423683517,0.0,2.5,5.0,7.5,9.0,9.5,9.9,10.0
eta_flowforge,Carrier_Reliability_Score,2927,0.8511742398360095,0.0757588475771729,0.591,0.8,0.852,0.904,0.954,0.984,0.99,0.99
eta_flowforge,Lead_Time_Days,2927,15.611991800478304,7.041822846243862,1.6,13.9,17.0,20.5,24.3,25.1,26.0,26.8
eta_flowforge,Disruption_Occurred,2927,0.09531943969935087,0.2937058317888136,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
eta_scms,Ã¯Â»Â¿ID,10324,51098.96822936846,31944.332495943796,1.0,12795.75,57540.5,83648.25,85541.7,86167.85,86651.77,86823.0
eta_scms,Unit of Measure (Per Pack),10324,77.99089500193723,76.57976396143789,1.0,30.0,60.0,90.0,180.0,240.0,300.0,1000.0
eta_scms,Line Item Quantity,10324,18332.534870205345,40035.302961494825,1.0,408.0,3000.0,17039.75,53267.00000000003,90951.55,186888.78000000052,619999.0
eta_scms,Line Item Value,10324,157650.56734695853,345292.06697883835,0.0,4314.592500000001,30471.465,166447.13999999998,437487.7850000013,702831.0000000003,1592934.8768000011,5951990.4
eta_scms,Pack Price,10324,21.91024118558698,45.60922308447009,0.0,4.12,9.3,23.5925,69.94000000000014,80.0,139.0,1345.64
eta_scms,Unit Price,10324,0.6117008911274698,3.2758077408433834,0.0,0.08,0.16,0.47,0.89,1.6,5.0,238.65
eta_scms,Line Item Insurance (USD),10037,240.11762578459704,500.1905676625542,0.0,6.51,47.04,252.4,682.9459999999998,1082.0319999999983,2455.283999999983,7708.44
cost_dynamic,vehicle_gps_latitude,32065,38.02358900858676,6.917908997912262,30.00000000000937,31.28054974737365,36.41382018655116,44.4536551271878,48.698604192680854,49.60665817374857,49.97172455623648,49.99999974528573
cost_dynamic,vehicle_gps_longitude,32065,-90.11664767718246,17.369244180319086,-119.99999842346357,-106.2539128575773,-86.29341367981668,-73.07936735809113,-70.31812910958837,-70.05565839541158,-70.00105266107812,-70.00000000027708
cost_dynamic,fuel_consumption_rate,32065,8.01173498347982,4.264960102236597,5.0,5.019983855498004,5.636035817632568,9.66994368595577,15.676118162668695,18.04207158325727,19.73736222347557,19.99987521068584
cost_dynamic,eta_variation_hours,32065,2.893068010097417,2.274043936190116,-1.999993096796247,1.185743666552098,3.882059226946552,4.884355037824268,4.994519512093835,4.9994299794649155,4.999997231643608,4.999999999999999
cost_dynamic,traffic_congestion_level,32065,4.9914932089194375,3.532047843588845,1.0916326575415083e-09,1.4747202378870794,4.981244166033586,8.534901572274176,9.76091550002754,9.939157993642928,9.997466582765847,9.999999450021503
cost_dynamic,warehouse_inventory_level,32065,299.2547323420757,323.44351338903715,1.3222098085915766e-12,16.05163497208946,157.28802154512064,540.5979910503739,852.6789489955103,944.6999487101663,994.4897834648577,999.9992984582192
cost_dynamic,loading_unloading_time,32065,2.2916691620610625,1.5542018283696122,0.5000000002939576,0.7747983189770911,1.9171212962803543,3.734188222114869,4.6927963386476375,4.899757999992309,4.993288389477207,4.999999764318551
cost_dynamic,handling_equipment_availability,32065,0.30269539742361384,0.32591464332247017,4.565768935154056e-16,0.0171082761909705,0.1595150876366321,0.5535953527055119,0.8609949329861829,0.9433819930150693,0.9942949731877089,0.9999994924514408
cost_dynamic,order_fulfillment_status,32065,0.6007395524245416,0.3456721231025699,1.3177636062343215e-06,0.2770958787644277,0.6805529540380978,0.9381597817085164,0.9936119558832188,0.9989002924402837,0.9999835328337042,0.999999999580062
cost_dynamic,weather_condition_severity,32065,0.4976081693007696,0.3532853116376676,4.536948802796939e-09,0.1440135313211877,0.4961781478769314,0.8498225627423648,0.9744029781453414,0.9935218984864401,0.9997554025915404,0.9999999970281211
cost_dynamic,port_congestion_level,32065,6.978413809788447,3.2510509806574897,1.7786653117737469e-06,4.513889121081817,8.383225336980033,9.838149899917338,9.99267027438092,9.999272529062388,9.99999634820247,10.0
cost_dynamic,shipping_costs,32065,459.3744517974708,312.1834874120228,100.00000000270798,154.01712360274843,388.99691118908765,753.0072031167292,940.5151004437814,980.8290982090866,998.802895511324,999.9998534356176
cost_dynamic,supplier_reliability_score,32065,0.5008498907839203,0.3535280978368258,6.90431900667656e-10,0.1453158349818406,0.503265508252994,0.8539779602772272,0.9747639015265106,0.9938584491145422,0.9997247611862777,0.9999999894791904
cost_dynamic,lead_time_days,32065,5.227502056448464,4.523084998623348,1.0,1.237489942489754,3.2976536222606923,8.625720436324682,12.89751171413914,14.191924494689822,14.91680716254798,14.999995477940352
cost_dynamic,historical_demand,32065,6022.001285695366,3427.638016660536,100.0029656047095,2822.6076158796195,6785.123208753539,9374.252912920703,9935.042531178431,9987.499881629217,9999.806193930932,9999.9999997523
cost_dynamic,iot_temperature,32065,0.04479167014341593,14.187486288456151,-10.0,-9.931074083468676,-7.858681308881727,6.024012275485564,25.264389371639872,33.31455297787373,38.964643475117086,39.99988649386724
cost_dynamic,cargo_condition_status,32065,0.2972816030232534,0.3216114524738325,7.255414878683799e-19,0.0167826907463505,0.1549759726564307,0.5405407554727024,0.8460708088825822,0.9404674777742336,0.9938458251976999,0.9999999827710112
cost_dynamic,route_risk_level,32065,7.001144357407853,3.2363277675258417,4.9681852615333446e-05,4.593407010467818,8.385604983635632,9.836151949347808,9.992714255972873,9.999274543903057,9.999996308988242,9.999999999999986
cost_dynamic,customs_clearance_time,32065,2.2964477942816313,1.5559320977195046,0.5000000010386003,0.7761661910050828,1.9382733484967636,3.750817222432603,4.69809573855574,4.902120330742019,4.993120161046621,4.999999927566654
cost_dynamic,driver_behavior_score,32065,0.4983912731339471,0.354158870424238,4.0439268764785506e-09,0.1443566881968539,0.4988468217889371,0.8510762296226078,0.9757145706103836,0.9937334017796308,0.9997408011827227,0.9999999999998206
cost_dynamic,fatigue_monitoring_score,32065,0.600872299354945,0.3458101094036296,3.269508178898524e-07,0.2783147719623154,0.6831130237993429,0.9372888848984458,0.993476349895057,0.99877557923266,0.9999779422777915,0.9999999999968756
cost_dynamic,disruption_likelihood_score,32065,0.803655566979687,0.2791846315181113,4.769048305007559e-05,0.6937390881967523,0.9581281097212876,0.998745517953093,0.999987398890709,0.9999996341967212,0.9999999998103163,1.0
cost_dynamic,delay_probability,32065,0.6990768456604328,0.3245143823556452,3.12874583791758e-06,0.4560092387732056,0.8395986077324338,0.9823911508236702,0.9991470298927927,0.9999147410904939,0.9999997009792287,1.0
cost_dynamic,delivery_time_deviation,32065,5.177648068922158,4.157987927288567,-1.9999979891152304,1.269197245537716,6.1136617982342045,9.249205980119978,9.921878494430912,9.986905153765804,9.999722805356415,9.99999999998948
cost_raw,Ã¯Â»Â¿ID,10324,51098.96822936846,31944.332495943796,1.0,12795.75,57540.5,83648.25,85541.7,86167.85,86651.77,86823.0
cost_raw,Unit of Measure (Per Pack),10324,77.99089500193723,76.57976396143789,1.0,30.0,60.0,90.0,180.0,240.0,300.0,1000.0
cost_raw,Line Item Quantity,10324,18332.534870205345,40035.302961494825,1.0,408.0,3000.0,17039.75,53267.00000000003,90951.55,186888.78000000052,619999.0
cost_raw,Line Item Value,10324,157650.56734695853,345292.06697883835,0.0,4314.592500000001,30471.465,166447.13999999998,437487.7850000013,702831.0000000003,1592934.8768000011,5951990.4
cost_raw,Pack Price,10324,21.91024118558698,45.60922308447009,0.0,4.12,9.3,23.5925,69.94000000000014,80.0,139.0,1345.64
cost_raw,Unit Price,10324,0.6117008911274698,3.2758077408433834,0.0,0.08,0.16,0.47,0.89,1.6,5.0,238.65
cost_scms,Ã¯Â»Â¿ID,10324,51098.96822936846,31944.332495943796,1.0,12795.75,57540.5,83648.25,85541.7,86167.85,86651.77,86823.0
cost_scms,Unit of Measure (Per Pack),10324,77.99089500193723,76.57976396143789,1.0,30.0,60.0,90.0,180.0,240.0,300.0,1000.0
cost_scms,Line Item Quantity,10324,18332.534870205345,40035.302961494825,1.0,408.0,3000.0,17039.75,53267.00000000003,90951.55,186888.78000000052,619999.0
cost_scms,Line Item Value,10324,157650.56734695853,345292.06697883835,0.0,4314.592500000001,30471.465,166447.13999999998,437487.7850000013,702831.0000000003,1592934.8768000011,5951990.4
cost_scms,Pack Price,10324,21.91024118558698,45.60922308447009,0.0,4.12,9.3,23.5925,69.94000000000014,80.0,139.0,1345.64
cost_scms,Unit Price,10324,0.6117008911274698,3.2758077408433834,0.0,0.08,0.16,0.47,0.89,1.6,5.0,238.65
cost_scms,Line Item Insurance (USD),10037,240.11762578459704,500.1905676625542,0.0,6.51,47.04,252.4,682.9459999999998,1082.0319999999983,2455.283999999983,7708.44
